A|A1|44
S|DIDIR|042041667|0060136667|NAKUK|042488333|0059623333|314|314|3518
S|NAKUK|042488333|0059623333|IPNAR|042743333|0059096667|314|298|2784
S|IPNAR|042743333|0059096667|TARAM|043843334|0056701667|297|297|12367
S|TARAM|043843334|0056701667|URASA|044146667|0056000000|295|0|3533

A|A108|16
S|URL|051145833|0051540833|EDAKO|050688889|0052419445|0|119|4308
S|EDAKO|050688889|0052419445|GERLI|049892778|0053881667|120|120|7364
S|GERLI|049892778|0053881667|AGMAN|049161667|0055155556|122|122|6622
S|AGMAN|049161667|0055155556|KURUL|048849722|0055680833|123|123|2789
S|KURUL|048849722|0055680833|UGLUK|048690278|0055945000|123|123|1417
S|UGLUK|048690278|0055945000|LOGTO|048534445|0056200556|124|123|1379
S|LOGTO|048534445|0056200556|OBULA|048027500|0055925556|124|191|3234
S|OBULA|048027500|0055925556|ODPUT|047501111|0055646111|191|191|3353
S|ODPUT|047501111|0055646111|PEMOL|046811389|0055288889|191|191|4387
S|PEMOL|046811389|0055288889|NESDO|045823889|0054794167|191|191|6270
S|NESDO|045823889|0054794167|AGRIM|045539167|0054655000|192|192|1805
S|AGRIM|045539167|0054655000|BODSI|044842778|0054320556|192|192|4411
S|BODSI|044842778|0054320556|NUMGA|044205000|0054059167|192|189|3987
S|NUMGA|044205000|0054059167|RINIT|043884722|0053930278|189|189|2000
S|RINIT|043884722|0053930278|BAPER|043503056|0053778333|190|190|2383
S|BAPER|043503056|0053778333|TIROM|042242778|0053288889|190|0|7862

A|A108|16
S|TIROM|042242778|0053288889|BAPER|043503056|0053778333|0|10|7862
S|BAPER|043503056|0053778333|RINIT|043884722|0053930278|10|10|2383
S|RINIT|043884722|0053930278|NUMGA|044205000|0054059167|10|10|2000
S|NUMGA|044205000|0054059167|BODSI|044842778|0054320556|9|9|3987
S|BODSI|044842778|0054320556|AGRIM|045539167|0054655000|9|12|4411
S|AGRIM|045539167|0054655000|NESDO|045823889|0054794167|12|12|1805
S|NESDO|045823889|0054794167|PEMOL|046811389|0055288889|12|12|6270
S|PEMOL|046811389|0055288889|ODPUT|047501111|0055646111|11|11|4387
S|ODPUT|047501111|0055646111|OBULA|048027500|0055925556|11|11|3353
S|OBULA|048027500|0055925556|LOGTO|048534445|0056200556|11|11|3234
S|LOGTO|048534445|0056200556|UGLUK|048690278|0055945000|11|304|1379
